collection_date,Year,Month,woy,collection_id,site_code,calculated_county,calculated_city,longitude,latitude,trap_type,num_trap,trap_nights,trap_problem,species,females_mixed,coordinate_precision
2019-05-15,2019,5,20,1585642,3067,Fresno,Reedley,-119.4475,36.61275,BGSENT,1,1,N,Aedes aegypti,10,Approximate
2019-05-15,2019,5,20,1585646,3067,Fresno,Reedley,-119.4475,36.61275,BGSENT,1,1,N,Aedes aegypti,4,Approximate
2019-05-21,2019,5,21,1589661,9178,Fresno,Clovis,-119.697533,36.818606,BGSENT,1,1,N,Aedes aegypti,3,Approximate
2019-05-21,2019,5,21,1589686,1267,Fresno,Clovis,-119.658939,36.809558,BGSENT,1,1,N,Aedes aegypti,4,Exact
2019-05-21,2019,5,21,1589701,2491,Fresno,Centerville,-119.508303,36.727057,BGSENT,1,1,N,Aedes aegypti,3,Exact
2019-05-21,2019,5,21,1589702,2491,Fresno,Centerville,-119.508303,36.727057,BGSENT,1,1,N,Aedes aegypti,3,Exact
2019-05-21,2019,5,21,1589703,2492,Fresno,Centerville,-119.511408,36.727238,BGSENT,1,1,N,Aedes aegypti,2,Exact
2019-05-24,2019,5,21,1590017,1826,Fresno,Clovis,-119.688402,36.797018,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-05-24,2019,5,21,1590021,1826,Fresno,Clovis,-119.688402,36.797018,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-05-24,2019,5,21,1675082,3359,Fresno,Reedley,-119.441658,36.592127,BGSENT,1,1,N,Aedes aegypti,1,Exact
2019-05-29,2019,5,22,1607687,4161,Fresno,Fowler,-119.689,36.626,BGSENT,1,1,N,Aedes aegypti,81,Approximate
2019-05-29,2019,5,22,1607694,4170,Fresno,Selma,-119.607636,36.573318,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-05-29,2019,5,22,1607703,6072,Fresno,Caruthers,-119.833169,36.538003,BGSENT,1,1,N,Aedes aegypti,2,Exact
2019-05-29,2019,5,22,1675044,4013,Fresno,Fowler,-119.674833,36.633861,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-05-29,2019,5,22,1675049,4173,Fresno,Fowler,-119.662128,36.632214,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-05-29,2019,5,22,1675051,4171,Fresno,Selma,-119.602644,36.564646,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-05-31,2019,5,22,1842167,1118,Fresno,Fresno,-119.781875,36.865925,BGSENT,1,1,N,Aedes aegypti,1,Exact
2019-05-31,2019,5,22,1842219,1173,Fresno,Fresno,-119.776914,36.811928,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-05-31,2019,5,22,1842220,1166,Fresno,Fresno,-119.778897,36.813644,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-05-31,2019,5,22,1842326,3360,Fresno,Parlier,-119.544369,36.617214,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-05-31,2019,5,22,1842359,3373,Fresno,Parlier,-119.520083,36.612817,CDCAGO,1,7,N,Aedes aegypti,2,Exact
2019-06-05,2019,6,23,1845760,2491,Fresno,Centerville,-119.508303,36.727057,BGSENT,1,1,N,Aedes aegypti,5,Exact
2019-06-05,2019,6,23,1845763,2491,Fresno,Centerville,-119.508303,36.727057,BGSENT,1,1,N,Aedes aegypti,18,Exact
2019-06-05,2019,6,23,1845821,3076,Fresno,Orange Cove,-119.320972,36.628806,BGSENT,1,1,N,Aedes aegypti,1,Exact
2019-06-05,2019,6,23,1845890,3359,Fresno,Reedley,-119.441658,36.592127,BGSENT,1,1,N,Aedes aegypti,8,Exact
2019-06-05,2019,6,23,1845891,4024,Fresno,Selma,-119.602667,36.567389,BGSENT,1,1,N,Aedes aegypti,4,Exact
2019-06-05,2019,6,23,1845953,5030,Fresno,Kingsburg,-119.548972,36.515083,BGSENT,1,1,N,Aedes aegypti,8,Exact
2019-06-06,2019,6,23,1846070,1373,Fresno,Clovis,-119.626815,36.812185,BGSENT,1,1,N,Aedes aegypti,2,Exact
2019-06-07,2019,6,23,1857446,3360,Fresno,Parlier,-119.544369,36.617214,CDCAGO,1,7,N,Aedes aegypti,3,Exact
2019-06-07,2019,6,23,1857453,3367,Fresno,Parlier,-119.524503,36.616337,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-07,2019,6,23,1857454,3368,Fresno,Parlier,-119.537165,36.609457,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-07,2019,6,23,1857460,3373,Fresno,Parlier,-119.520083,36.612817,CDCAGO,1,7,N,Aedes aegypti,3,Exact
2019-06-10,2019,6,23,1857479,6295,Fresno,Caruthers,-119.835298,36.539645,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-10,2019,6,23,1857480,6292,Fresno,Caruthers,-119.842509,36.53784,CDCAGO,1,7,N,Aedes aegypti,2,Exact
2019-06-11,2019,6,24,1848967,3311,Fresno,Reedley,-119.447929,36.603007,BGSENT,1,1,N,Aedes aegypti,2,Approximate
2019-06-11,2019,6,24,1848969,3348,Fresno,Reedley,-119.433436,36.599283,BGSENT,1,1,N,Aedes aegypti,15,Approximate
2019-06-11,2019,6,24,1848973,3240,Fresno,Reedley,-119.425556,36.593139,BGSENT,1,1,N,Aedes aegypti,8,Approximate
2019-06-11,2019,6,24,1848974,3247,Fresno,Reedley,-119.433528,36.6085,BGSENT,1,1,N,Aedes aegypti,6,Approximate
2019-06-11,2019,6,24,1848976,3067,Fresno,Reedley,-119.4475,36.61275,BGSENT,1,1,N,Aedes aegypti,9,Approximate
2019-06-11,2019,6,24,1849222,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,1,N,Aedes aegypti,2,Exact
2019-06-12,2019,6,24,1849216,1267,Fresno,Clovis,-119.658939,36.809558,BGSENT,1,1,N,Aedes aegypti,12,Exact
2019-06-12,2019,6,24,1849243,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,1,N,Aedes aegypti,3,Exact
2019-06-13,2019,6,24,1849244,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,1,N,Aedes aegypti,4,Exact
2019-06-13,2019,6,24,1849256,4073,Fresno,Selma,-119.601167,36.5835,BGSENT,1,1,N,Aedes aegypti,17,Approximate
2019-06-13,2019,6,24,1849257,4166,Fresno,Selma,-119.603184,36.582153,BGSENT,1,1,N,Aedes aegypti,39,Approximate
2019-06-13,2019,6,24,1849258,4167,Fresno,Selma,-119.604468,36.582158,BGSENT,1,1,N,Aedes aegypti,13,Approximate
2019-06-13,2019,6,24,1849259,4072,Fresno,Selma,-119.601417,36.585417,BGSENT,1,1,N,Aedes aegypti,41,Approximate
2019-06-13,2019,6,24,1850040,1581,Fresno,Sunnyside,-119.694714,36.73199,BGSENT,1,1,N,Aedes aegypti,7,Approximate
2019-06-13,2019,6,24,1850044,1581,Fresno,Sunnyside,-119.694714,36.73199,BGSENT,1,1,N,Aedes aegypti,8,Approximate
2019-06-13,2019,6,24,1850049,1581,Fresno,Sunnyside,-119.694714,36.73199,BGSENT,1,1,N,Aedes aegypti,3,Approximate
2019-06-13,2019,6,24,1850052,1581,Fresno,Sunnyside,-119.694714,36.73199,BGSENT,1,1,N,Aedes aegypti,4,Approximate
2019-06-13,2019,6,24,1850053,1200,Fresno,Sunnyside,-119.683442,36.733603,BGSENT,1,1,N,Aedes aegypti,11,Approximate
2019-06-13,2019,6,24,1850054,4072,Fresno,Selma,-119.601417,36.585417,BGSENT,1,1,N,Aedes aegypti,26,Approximate
2019-06-13,2019,6,24,1850055,4072,Fresno,Selma,-119.601417,36.585417,GRVD,1,1,N,Aedes aegypti,1,Approximate
2019-06-14,2019,6,24,1849246,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,1,N,Aedes aegypti,14,Exact
2019-06-14,2019,6,24,1850151,4219,Fresno,Selma,-119.604291,36.562645,BGSENT,1,1,N,Aedes aegypti,2,Exact
2019-06-14,2019,6,24,1850152,4219,Fresno,Selma,-119.604291,36.562645,BGSENT,1,1,N,Aedes aegypti,4,Approximate
2019-06-14,2019,6,24,1850153,4171,Fresno,Selma,-119.602644,36.564646,BGSENT,1,1,N,Aedes aegypti,40,Approximate
2019-06-14,2019,6,24,1850154,4203,Fresno,Selma,-119.597758,36.570832,BGSENT,1,1,N,Aedes aegypti,25,Approximate
2019-06-14,2019,6,24,1850155,4170,Fresno,Selma,-119.607636,36.573318,BGSENT,1,1,N,Aedes aegypti,6,Approximate
2019-06-14,2019,6,24,1850156,4170,Fresno,Selma,-119.607636,36.573318,BGSENT,1,1,N,Aedes aegypti,13,Approximate
2019-06-14,2019,6,24,1850158,4024,Fresno,Selma,-119.602667,36.567389,BGSENT,1,1,N,Aedes aegypti,3,Exact
2019-06-14,2019,6,24,1850165,5017,Fresno,Laton,-119.684974,36.437974,BGSENT,1,1,N,Aedes aegypti,4,Exact
2019-06-14,2019,6,24,1850166,5125,Fresno,Laton,-119.685139,36.434194,BGSENT,1,1,N,Aedes aegypti,3,Approximate
2019-06-14,2019,6,24,1857461,3360,Fresno,Parlier,-119.544369,36.617214,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-14,2019,6,24,1857463,3362,Fresno,Parlier,-119.555106,36.610871,CDCAGO,1,7,N,Aedes aegypti,2,Exact
2019-06-14,2019,6,24,1857464,3363,Fresno,Parlier,-119.551301,36.611518,CDCAGO,1,7,N,Aedes aegypti,3,Exact
2019-06-14,2019,6,24,1857465,3364,Fresno,Parlier,-119.545457,36.609751,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-14,2019,6,24,1857467,3366,Fresno,Parlier,-119.550984,36.607596,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-14,2019,6,24,1857469,3368,Fresno,Parlier,-119.537165,36.609457,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-14,2019,6,24,1857474,3374,Fresno,Parlier,-119.52543,36.605509,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-14,2019,6,24,1857475,3373,Fresno,Parlier,-119.520083,36.612817,CDCAGO,1,7,N,Aedes aegypti,2,Exact
2019-06-17,2019,6,24,1855608,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,3,N,Aedes aegypti,24,Exact
2019-06-17,2019,6,24,1857481,6294,Fresno,Caruthers,-119.845516,36.540037,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-17,2019,6,24,1857485,6292,Fresno,Caruthers,-119.842509,36.53784,CDCAGO,1,7,N,Aedes aegypti,2,Exact
2019-06-18,2019,6,25,1853948,1957,Fresno,Fresno,-119.757964,36.790618,BGSENT,1,1,N,Aedes aegypti,22,Approximate
2019-06-18,2019,6,25,1853987,1215,Fresno,Fresno,-119.769278,36.790828,BGSENT,1,1,N,Aedes aegypti,11,Approximate
2019-06-18,2019,6,25,1853991,1215,Fresno,Fresno,-119.769278,36.790828,BGSENT,1,1,N,Aedes aegypti,13,Approximate
2019-06-18,2019,6,25,1853993,1568,Fresno,Fresno,-119.771341,36.790351,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-06-18,2019,6,25,1853994,1305,Fresno,Fresno,-119.767306,36.785,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-06-18,2019,6,25,1854028,9083,Fresno,Clovis,-119.67726,36.824265,BGSENT,1,1,N,Aedes aegypti,61,Approximate
2019-06-18,2019,6,25,1854031,9083,Fresno,Clovis,-119.67726,36.824265,BGSENT,1,1,N,Aedes aegypti,19,Approximate
2019-06-18,2019,6,25,1854033,8084,Fresno,Fresno,-119.793319,36.830838,BGSENT,1,1,N,Aedes aegypti,12,Approximate
2019-06-18,2019,6,25,1854034,8084,Fresno,Fresno,-119.793319,36.830838,BGSENT,1,1,N,Aedes aegypti,12,Approximate
2019-06-19,2019,6,25,1854062,2492,Fresno,Centerville,-119.511408,36.727238,BGSENT,1,1,N,Aedes aegypti,8,Exact
2019-06-19,2019,6,25,1854065,2491,Fresno,Centerville,-119.508303,36.727057,BGSENT,1,1,N,Aedes aegypti,9,Exact
2019-06-19,2019,6,25,1854067,2491,Fresno,Centerville,-119.508303,36.727057,BGSENT,1,1,N,Aedes aegypti,20,Exact
2019-06-19,2019,6,25,1855612,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,1,N,Aedes aegypti,7,Exact
2019-06-19,2019,6,25,1855624,2266,Fresno,Sanger,-119.564886,36.713961,CO2,1,1,N,Aedes aegypti,2,Exact
2019-06-20,2019,6,25,1855614,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,1,N,Aedes aegypti,15,Exact
2019-06-20,2019,6,25,1855632,5158,Fresno,Kingsburg,-119.553185,36.529566,BGSENT,1,1,N,Aedes aegypti,14,Approximate
2019-06-20,2019,6,25,1855638,5177,Fresno,Kingsburg,-119.540641,36.526468,BGSENT,1,1,N,Aedes aegypti,12,Approximate
2019-06-20,2019,6,25,1855645,5138,Fresno,Kingsburg,-119.539971,36.524306,BGSENT,1,1,N,Aedes aegypti,11,Approximate
2019-06-20,2019,6,25,1855649,5172,Fresno,Kingsburg,-119.561208,36.509541,BGSENT,1,1,N,Aedes aegypti,48,Approximate
2019-06-20,2019,6,25,1855710,3001,Fresno,Minkler,-119.466315,36.729016,BGSENT,1,1,N,Aedes aegypti,2,Exact
2019-06-20,2019,6,25,1855715,2380,Fresno,Minkler,-119.463083,36.739139,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-06-20,2019,6,25,1855720,2138,Fresno,Minkler,-119.465639,36.736111,CO2,1,1,N,Aedes aegypti,1,Approximate
2019-06-21,2019,6,25,1855296,3109,Fresno,Reedley,-119.451667,36.581389,BGSENT,1,1,N,Aedes aegypti,22,Approximate
2019-06-21,2019,6,25,1855615,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,1,N,Aedes aegypti,12,Exact
2019-06-21,2019,6,25,1855753,3109,Fresno,Reedley,-119.451667,36.581389,BGSENT,1,1,N,Aedes aegypti,24,Exact
2019-06-21,2019,6,25,1855754,3109,Fresno,Reedley,-119.451667,36.581389,BGSENT,1,1,N,Aedes aegypti,19,Exact
2019-06-21,2019,6,25,1855755,3109,Fresno,Reedley,-119.451667,36.581389,BGSENT,1,1,N,Aedes aegypti,19,Exact
2019-06-21,2019,6,25,1855758,3109,Fresno,Reedley,-119.451667,36.581389,BGSENT,1,1,N,Aedes aegypti,3,Exact
2019-06-21,2019,6,25,1855760,3261,Fresno,Reedley,-119.456056,36.581417,BGSENT,1,1,N,Aedes aegypti,4,Exact
2019-06-21,2019,6,25,1939657,3360,Fresno,Parlier,-119.544369,36.617214,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-21,2019,6,25,1939658,3361,Fresno,Parlier,-119.552887,36.615673,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-21,2019,6,25,1939659,3362,Fresno,Parlier,-119.555106,36.610871,CDCAGO,1,7,N,Aedes aegypti,3,Exact
2019-06-21,2019,6,25,1939660,3363,Fresno,Parlier,-119.551301,36.611518,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-21,2019,6,25,1939662,3365,Fresno,Parlier,-119.55411,36.608444,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-21,2019,6,25,1939665,3367,Fresno,Parlier,-119.524503,36.616337,CDCAGO,1,7,N,Aedes aegypti,4,Exact
2019-06-21,2019,6,25,1939668,3370,Fresno,Parlier,-119.535041,36.605613,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-21,2019,6,25,1939670,3371,Fresno,Parlier,-119.532619,36.606747,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-21,2019,6,25,1939679,3373,Fresno,Parlier,-119.520083,36.612817,CDCAGO,1,7,N,Aedes aegypti,2,Exact
2019-06-24,2019,6,25,1879382,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,3,N,Aedes aegypti,18,Exact
2019-06-24,2019,6,25,1935397,6074,Fresno,Caruthers,-119.842861,36.539778,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-24,2019,6,25,1935400,6292,Fresno,Caruthers,-119.842509,36.53784,CDCAGO,1,7,N,Aedes aegypti,3,Exact
2019-06-25,2019,6,26,1856336,1970,Fresno,Clovis,-119.66659,36.792643,BGSENT,1,1,N,Aedes aegypti,2,Approximate
2019-06-25,2019,6,26,1856340,1295,Fresno,Sunnyside,-119.677683,36.730911,BGSENT,1,1,N,Aedes aegypti,13,Approximate
2019-06-25,2019,6,26,1856344,1294,Fresno,Sunnyside,-119.674883,36.731242,BGSENT,1,1,N,Aedes aegypti,13,Exact
2019-06-25,2019,6,26,1856469,1122,Fresno,Fresno,-119.755144,36.802647,BGSENT,1,1,N,Aedes aegypti,46,Approximate
2019-06-25,2019,6,26,1856474,1613,Fresno,Fresno,-119.759944,36.803222,BGSENT,1,1,N,Aedes aegypti,13,Exact
2019-06-25,2019,6,26,1856483,1125,Fresno,Fresno,-119.763014,36.803528,BGSENT,1,1,N,Aedes aegypti,4,Approximate
2019-06-25,2019,6,26,1879383,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,1,N,Aedes aegypti,12,Exact
2019-06-26,2019,6,26,1857075,5044,Fresno,Kingsburg,-119.55775,36.508861,BGSENT,1,1,N,Aedes aegypti,16,Approximate
2019-06-26,2019,6,26,1857076,5044,Fresno,Kingsburg,-119.55775,36.508861,GRVD,1,1,N,Aedes aegypti,9,Approximate
2019-06-26,2019,6,26,1857124,2385,Fresno,Sanger,-119.515306,36.653083,BGSENT,1,1,N,Aedes aegypti,6,Exact
2019-06-27,2019,6,26,1858343,4220,Fresno,Selma,-119.619331,36.583898,BGSENT,1,1,N,Aedes aegypti,10,Exact
2019-06-27,2019,6,26,1858344,3349,Fresno,Reedley,-119.450077,36.600864,BGSENT,1,1,N,Aedes aegypti,3,Approximate
2019-06-27,2019,6,26,1858345,5109,Fresno,Kingsburg,-119.543083,36.522833,BGSENT,1,1,N,Aedes aegypti,15,Approximate
2019-06-27,2019,6,26,1858346,4167,Fresno,Selma,-119.604468,36.582158,BGSENT,1,1,N,Aedes aegypti,29,Approximate
2019-06-27,2019,6,26,1858347,1666,Fresno,Clovis,-119.641505,36.815828,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-06-27,2019,6,26,1858348,1927,Fresno,Fresno,-119.781264,36.862028,BGSENT,1,1,N,Aedes aegypti,28,Approximate
2019-06-27,2019,6,26,1858350,9187,Fresno,Clovis,-119.663852,36.850867,BGSENT,1,1,N,Aedes aegypti,12,Exact
2019-06-27,2019,6,26,1858351,3378,Fresno,Reedley,-119.458601,36.605513,BGSENT,1,1,N,Aedes aegypti,6,Exact
2019-06-27,2019,6,26,1858352,3377,Fresno,Reedley,-119.460349,36.607224,BGSENT,1,1,N,Aedes aegypti,1,Exact
2019-06-27,2019,6,26,1858353,3376,Fresno,Reedley,-119.460253,36.608599,BGSENT,1,1,N,Aedes aegypti,4,Exact
2019-06-27,2019,6,26,1858355,3378,Fresno,Reedley,-119.458601,36.605513,CO2,1,1,N,Aedes aegypti,2,Exact
2019-06-27,2019,6,26,1858362,8101,Fresno,Clovis,-119.633142,36.80903,BGSENT,1,1,N,Aedes aegypti,1,Exact
2019-06-27,2019,6,26,1858364,1596,Fresno,Fresno,-119.756511,36.845983,BGSENT,1,1,N,Aedes aegypti,10,Approximate
2019-06-27,2019,6,26,1879384,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,2,N,Aedes aegypti,15,Exact
2019-06-27,2019,6,26,1879385,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,2,N,Aedes aegypti,47,Exact
2019-06-27,2019,6,26,1879386,5183,Fresno,Kingsburg,-119.541175,36.529765,BGSENT,1,2,N,Aedes aegypti,17,Exact
2019-06-28,2019,6,26,1859035,1122,Fresno,Fresno,-119.755144,36.802647,BGSENT,1,1,N,Aedes aegypti,23,Approximate
2019-06-28,2019,6,26,1859037,1122,Fresno,Fresno,-119.755144,36.802647,BGSENT,1,1,N,Aedes aegypti,1,Approximate
2019-06-28,2019,6,26,1859041,1919,Fresno,Fresno,-119.77995,36.8541,BGSENT,1,1,N,Aedes aegypti,12,Approximate
2019-06-28,2019,6,26,1859044,1859,Fresno,Fresno,-119.742745,36.855171,BGSENT,1,1,N,Aedes aegypti,29,Approximate
2019-06-28,2019,6,26,1859045,1564,Fresno,Clovis,-119.726577,36.833165,BGSENT,1,1,N,Aedes aegypti,3,Approximate
2019-06-28,2019,6,26,1859231,1072,Fresno,Fresno,-119.753169,36.778203,BGSENT,1,1,N,Aedes aegypti,12,Approximate
2019-06-28,2019,6,26,1859233,8033,Fresno,Fresno,-119.781774,36.803756,BGSENT,1,1,N,Aedes aegypti,8,Approximate
2019-06-28,2019,6,26,1859235,9131,Fresno,Fresno,-119.798679,36.834702,BGSENT,1,1,N,Aedes aegypti,28,Approximate
2019-06-28,2019,6,26,1859237,2479,Fresno,Sanger,-119.575,36.718368,BGSENT,1,1,N,Aedes aegypti,3,Approximate
2019-06-28,2019,6,26,1859239,1297,Fresno,Clovis,-119.678064,36.812367,BGSENT,1,1,N,Aedes aegypti,4,Approximate
2019-06-28,2019,6,26,1859240,4040,Fresno,Selma,-119.605,36.588528,BGSENT,1,1,N,Aedes aegypti,22,Approximate
2019-06-28,2019,6,26,1859243,2265,Fresno,Sanger,-119.56461,36.71932,BGSENT,1,1,N,Aedes aegypti,10,Approximate
2019-06-28,2019,6,26,1859244,4221,Fresno,Selma,-119.600176,36.589378,BGSENT,1,1,N,Aedes aegypti,18,Exact
2019-06-28,2019,6,26,1859246,3367,Fresno,Parlier,-119.524503,36.616337,BGSENT,1,1,N,Aedes aegypti,50,Approximate
2019-06-28,2019,6,26,1859249,3367,Fresno,Parlier,-119.524503,36.616337,BGSENT,1,1,N,Aedes aegypti,36,Approximate
2019-06-28,2019,6,26,1859251,5039,Fresno,Kingsburg,-119.568056,36.51375,BGSENT,1,1,N,Aedes aegypti,12,Approximate
2019-06-28,2019,6,26,1939688,3360,Fresno,Parlier,-119.544369,36.617214,CDCAGO,1,7,N,Aedes aegypti,7,Exact
2019-06-28,2019,6,26,1939690,3361,Fresno,Parlier,-119.552887,36.615673,CDCAGO,1,7,N,Aedes aegypti,3,Exact
2019-06-28,2019,6,26,1939691,3362,Fresno,Parlier,-119.555106,36.610871,CDCAGO,1,7,N,Aedes aegypti,6,Exact
2019-06-28,2019,6,26,1939692,3363,Fresno,Parlier,-119.551301,36.611518,CDCAGO,1,7,N,Aedes aegypti,5,Exact
2019-06-28,2019,6,26,1939694,3365,Fresno,Parlier,-119.55411,36.608444,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-28,2019,6,26,1939696,3367,Fresno,Parlier,-119.524503,36.616337,CDCAGO,1,7,N,Aedes aegypti,3,Exact
2019-06-28,2019,6,26,1939697,3368,Fresno,Parlier,-119.537165,36.609457,CDCAGO,1,7,N,Aedes aegypti,3,Exact
2019-06-28,2019,6,26,1939698,3369,Fresno,Parlier,-119.531547,36.608977,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-06-28,2019,6,26,1939700,3371,Fresno,Parlier,-119.532619,36.606747,CDCAGO,1,7,N,Aedes aegypti,2,Exact
2019-06-28,2019,6,26,1939703,3373,Fresno,Parlier,-119.520083,36.612817,CDCAGO,1,7,N,Aedes aegypti,4,Exact
2019-07-01,2019,7,26,1935381,6294,Fresno,Caruthers,-119.845516,36.540037,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-07-01,2019,7,26,1935383,6074,Fresno,Caruthers,-119.842861,36.539778,CDCAGO,1,7,N,Aedes aegypti,2,Exact
2019-07-01,2019,7,26,1935384,6295,Fresno,Caruthers,-119.835298,36.539645,CDCAGO,1,7,N,Aedes aegypti,1,Exact
2019-07-01,2019,7,26,1935385,6292,Fresno,Caruthers,-119.842509,36.53784,CDCAGO,1,7,N,Aedes aegypti,8,Exact
2019-07-02,2019,7,27,1862021,5044,Fresno,Kingsburg,-119.55775,36.508861,BGSENT,1,1,N,Aedes aegypti,11,Approximate
2019-07-02,2019,7,27,1862024,5159,Fresno,Kingsburg,-119.542684,36.530256,BGSENT,1,1,N,Aedes aegypti,7,Approximate
2019-07-02,2019,7,27,1862026,4141,Fresno,Selma,-119.621694,36.586861,BGSENT,1,1,N,Aedes aegypti,24,Approximate
2019-07-02,2019,7,27,1862030,3309,Fresno,Reedley,-119.447754,36.603868,BGSENT,1,1,N,Aedes aegypti,11,Approximate
2019-07-02,2019,7,27,1862031,4021,Fresno,Selma,-119.621853,36.565214,BGSENT,1,1,N,Aedes aegypti,17,Approximate
2019-07-02,2019,7,27,1862032,3296,Fresno,Reedley,-119.457365,36.593512,BGSENT,1,1,N,Aedes aegypti,13,Approximate
2019-07-02,2019,7,27,1862033,9064,Fresno,Clovis,-119.648794,36.820691,BGSENT,1,1,N,Aedes aegypti,1,Exact
2019-07-02,2019,7,27,1862034,4129,Fresno,Selma,-119.606417,36.58125,BGSENT,1,1,N,Aedes aegypti,27,Approximate
